,snippet,link,date_published,text,like_count,reply_parent_id,source,cleaned_text,topic
61,@@seikimachan LOL!!!,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwx6ybpJQWLuaMPH4Z4AaABAg.A6Kx2s_OKMpA6SgydKzLj4,,@@seikimachan LOL!!!,0,Ugwx6ybpJQWLuaMPH4Z4AaABAg,youtube,@@seikimachan lol!!!,0
62,@@enriquemarcella3436 YOU HAVE NO IDEA!,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwx6ybpJQWLuaMPH4Z4AaABAg.A6Kx2s_OKMpA6SmP3dzdbL,,@@enriquemarcella3436 YOU HAVE NO IDEA!,0,Ugwx6ybpJQWLuaMPH4Z4AaABAg,youtube,@@enriquemarcella3436 idea!,1
63,@@seikimachan Double LOL!!!,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwx6ybpJQWLuaMPH4Z4AaABAg.A6Kx2s_OKMpA6UR3lBiFn-,,@@seikimachan Double LOL!!!,0,Ugwx6ybpJQWLuaMPH4Z4AaABAg,youtube,@@seikimachan double lol!!!,0
64,The front fell off.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgyYki58AbrAQP58P3N4AaABAg,2024-07-26 00:30:45+00:00,The front fell off.,1,,youtube,front fell off.,0
65,"as an american i can absolutely assure you, we would go to war over this oil but we learned from the angry farmer with a trident who was upset with Poseidon and fought him via stabbing the incoming tide.<br><br><br>does anyone even remember that joke? idr where it came from.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugy2sDZuzTs1r24h2z94AaABAg,2024-07-26 00:26:30+00:00,"as an american i can absolutely assure you, we would go to war over this oil but we learned from the angry farmer with a trident who was upset with Poseidon and fought him via stabbing the incoming tide.


does anyone even remember that joke? idr where it came from.",0,,youtube,"american absolutely assure you, would go war oil learn angry farmer trident upset poseidon fight via stab incoming tide. anyone even remember joke? idr come from.",4
66,COMPANIES ARE NEVER HELD ACCOUNTABLE FOR THESE TERRIBLE ENVIRONMENT DISASTERS!!!!,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg,2024-07-26 00:25:51+00:00,COMPANIES ARE NEVER HELD ACCOUNTABLE FOR THESE TERRIBLE ENVIRONMENT DISASTERS!!!!,37,,youtube,company never hold accountable terrible environment disasters!!!!,3
67,Is there no earlier knowledge of the typhoon and possibility of not reaching land on time?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6LGfcPFsSU,,Is there no earlier knowledge of the typhoon and possibility of not reaching land on time?,0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,early knowledge typhoon possibility reach land time?,4
68,"Average western brain rot , companies don&#39;t control typhoons. <br>Go to school develop new technologies make it available to the world . Contribute to society .",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6LLrShDfz2,,"Average western brain rot , companies don't control typhoons. 
Go to school develop new technologies make it available to the world . Contribute to society .",0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,"average western brain rot , company control typhoons. go school develop new technology make available world . contribute society .",2
69,@@joehinds29988 Hopefully they are able to contain the oil spill asap,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6LNfCaAyGY,,@@joehinds29988 Hopefully they are able to contain the oil spill asap,0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,@@joehinds29988 hopefully able contain oil spill asap,3
70,@@2531Prasad The accountability should be for the PREVENTION of the spills based on proper containment inside the vessel.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6LywVfZFds,,@@2531Prasad The accountability should be for the PREVENTION of the spills based on proper containment inside the vessel.,0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,@@2531prasad accountability prevention spill base proper containment inside vessel.,2
71,"@@2531Prasad  You ok pall? You past comments are just attacking people. Take good care of yourself, that anger is unhealthy for you. I&#39;m just being honest here, I don&#39;t want to trigger you further.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6M0CHiflXt,,"@@2531Prasad  You ok pall? You past comments are just attacking people. Take good care of yourself, that anger is unhealthy for you. I'm just being honest here, I don't want to trigger you further.",0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,"@@2531prasad ok pall? past comment attack people. take good care yourself, anger unhealthy you. i'm honest here, want trigger further.",2
72,@@presbiteroo I apologize,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6M0ai05ahi,,@@presbiteroo I apologize,0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,@@presbiteroo apologize,2
73,@@2531Prasad  No apologizing ;) All fine! We all get over excited on the internet :D,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6M2L5aGCU8,,@@2531Prasad  No apologizing ;) All fine! We all get over excited on the internet :D,0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,@@2531prasad apologize ;) fine! get excite internet :d,2
74,They are if the company responsible as insurance.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6MFk24YmxI,,They are if the company responsible as insurance.,0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,company responsible insurance.,4
75,well  i think this exempts for fortinius events seems they know that theres going to be a 2 typhoon hitting the area?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6PcpeB7Ng_,,well  i think this exempts for fortinius events seems they know that theres going to be a 2 typhoon hitting the area?,0,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,well think exempt fortinius event seem know there go 2 typhoon hit area?,3
76,"​@@-cutekey2454Yeah, I think fortuitous events would exempt liability, probably only if they probably exerted their due diligence though, like they got warned beforehand, yet still went with it anyway.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxN6NmCeQfFPeFMU8h4AaABAg.A6KurJg0k7lA6Qlce2s8f2,,"​@@-cutekey2454Yeah, I think fortuitous events would exempt liability, probably only if they probably exerted their due diligence though, like they got warned beforehand, yet still went with it anyway.",1,UgxN6NmCeQfFPeFMU8h4AaABAg,youtube,"​@@-cutekey2454yeah, think fortuitous event would exempt liability, probably probably exert due diligence though, like get warn beforehand, yet still go anyway.",3
77,Trudeau will find a way to tax Canadians for this....,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwDooayfs-Ub5Dukqt4AaABAg,2024-07-26 00:20:59+00:00,Trudeau will find a way to tax Canadians for this....,0,,youtube,trudeau find way tax canadian this....,2
78,Why should he?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwDooayfs-Ub5Dukqt4AaABAg.A6KuIhcAIIhA6MB8-EkbyW,,Why should he?,0,UgwDooayfs-Ub5Dukqt4AaABAg,youtube,he?,0
79,Trudeau&#39;s been throwing Canadian trash to Philippines for years now and say &#39;Canada is clean&quot;,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwDooayfs-Ub5Dukqt4AaABAg.A6KuIhcAIIhA6NyKvmFAMx,,"Trudeau's been throwing Canadian trash to Philippines for years now and say 'Canada is clean""",0,UgwDooayfs-Ub5Dukqt4AaABAg,youtube,"trudeau's throw canadian trash philippine year say 'canada clean""",2
80,Trudeau&#39;d been throwing garbage to Philippines and say &#39;Canada is clean&#39;,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwDooayfs-Ub5Dukqt4AaABAg.A6KuIhcAIIhA6NyX6zJGKh,,Trudeau'd been throwing garbage to Philippines and say 'Canada is clean',0,UgwDooayfs-Ub5Dukqt4AaABAg,youtube,trudeau'd throw garbage philippine say 'canada clean',2
81,@@davedave3520 I hope that you can proof it.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwDooayfs-Ub5Dukqt4AaABAg.A6KuIhcAIIhA6ObWXlb1V6,,@@davedave3520 I hope that you can proof it.,0,UgwDooayfs-Ub5Dukqt4AaABAg,youtube,@@davedave3520 hope proof it.,2
82,@@imtheeastgermanguy5431 just search &#39;Canada sends garbage to Philippines&#39;,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwDooayfs-Ub5Dukqt4AaABAg.A6KuIhcAIIhA6OeFtdF6u9,,@@imtheeastgermanguy5431 just search 'Canada sends garbage to Philippines',0,UgwDooayfs-Ub5Dukqt4AaABAg,youtube,@@imtheeastgermanguy5431 search 'canada send garbage philippines',2
83,Probably a rusty old Russian tanker from their shadow fleet.<br> Who&#39;s tanker is it? What nation is it from and who owns it?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg,2024-07-25 23:49:32+00:00,"Probably a rusty old Russian tanker from their shadow fleet.
 Who's tanker is it? What nation is it from and who owns it?",9,,youtube,probably rusty old russian tanker shadow fleet. who's tanker it? nation own it?,4
84,It&#39;s a Philippine registered tanker. Probably under charter to a company like Petron that brings fuel to the many islands here.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg.A6KqhMwgsgLA6KrBuHFFX1,,It's a Philippine registered tanker. Probably under charter to a company like Petron that brings fuel to the many islands here.,4,Ugx9bLsE4NJhNo_OP2t4AaABAg,youtube,philippine register tanker. probably charter company like petron bring fuel many island here.,2
85,US tanker.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg.A6KqhMwgsgLA6L6iqLYmPJ,,US tanker.,0,Ugx9bLsE4NJhNo_OP2t4AaABAg,youtube,u tanker.,0
86,it&#39;s a filipino tanker,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg.A6KqhMwgsgLA6LFVau21TK,,it's a filipino tanker,0,Ugx9bLsE4NJhNo_OP2t4AaABAg,youtube,filipino tanker,4
87,It&#39;s already said in the news that it&#39;s a Philippine oil tanker.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg.A6KqhMwgsgLA6LgmE3O9QQ,,It's already said in the news that it's a Philippine oil tanker.,0,Ugx9bLsE4NJhNo_OP2t4AaABAg,youtube,already say news philippine oil tanker.,4
88,Hyperborea,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg.A6KqhMwgsgLA6M3p8Dis0U,,Hyperborea,0,Ugx9bLsE4NJhNo_OP2t4AaABAg,youtube,hyperborea,0
89,Owned and operated by Shogun Ships company Inc.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg.A6KqhMwgsgLA6OjUEfxzlk,,Owned and operated by Shogun Ships company Inc.,0,Ugx9bLsE4NJhNo_OP2t4AaABAg,youtube,own operate shogun ship company inc.,4
90,"Russian tankers are built like fortresses, these are Filipino made and looks like it too.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg.A6KqhMwgsgLA6P3MtMJL5H,,"Russian tankers are built like fortresses, these are Filipino made and looks like it too.",0,Ugx9bLsE4NJhNo_OP2t4AaABAg,youtube,"russian tanker build like fortresses, filipino make look like too.",2
91,@@JABelms i&#39;ve seen this tanker upclose. When loaded only 2 meters floating from its maindeck freeboard. And 4 meters on its freeboard.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx9bLsE4NJhNo_OP2t4AaABAg.A6KqhMwgsgLA6P8FeNGINQ,,@@JABelms i've seen this tanker upclose. When loaded only 2 meters floating from its maindeck freeboard. And 4 meters on its freeboard.,0,Ugx9bLsE4NJhNo_OP2t4AaABAg,youtube,@@jabelms i've see tanker upclose. load 2 meter float maindeck freeboard. 4 meter freeboard.,2
92,WTF???!!!,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzOPCLJbO2tCRXD-9J4AaABAg,2024-07-25 23:35:27+00:00,WTF???!!!,0,,youtube,wtf???!!!,2
93,Think of all the Tofu Chinese ships that will be sunk in this.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugzt2VErmP1l1_ce_A54AaABAg,2024-07-25 22:57:35+00:00,Think of all the Tofu Chinese ships that will be sunk in this.,5,,youtube,think tofu chinese ship sink this.,0
94,The Chinese are too busy off the coast of Alaska. Lol,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugzt2VErmP1l1_ce_A54AaABAg.A6Kkkr_WGlhA6Km9vcO3Hq,,The Chinese are too busy off the coast of Alaska. Lol,6,Ugzt2VErmP1l1_ce_A54AaABAg,youtube,chinese busy coast alaska. lol,0
95,How does this thing have such a fragile hull for this amount of dangerous cargo,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugzt2VErmP1l1_ce_A54AaABAg.A6Kkkr_WGlhA6Kqo7DwQxI,,How does this thing have such a fragile hull for this amount of dangerous cargo,1,Ugzt2VErmP1l1_ce_A54AaABAg,youtube,thing fragile hull amount dangerous cargo,1
96,​@@ZoomZoomMX3 lack of regulation,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugzt2VErmP1l1_ce_A54AaABAg.A6Kkkr_WGlhA6L-YJ92ISE,,​@@ZoomZoomMX3 lack of regulation,0,Ugzt2VErmP1l1_ce_A54AaABAg,youtube,​@@zoomzoommx3 lack regulation,0
97,To think nukes were once dropped  in the ocean for science,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxKICApOf8EZF90yah4AaABAg,2024-07-25 22:45:18+00:00,To think nukes were once dropped  in the ocean for science,9,,youtube,think nuke drop ocean science,0
98,"И вот результат. Разве плохо? Немножко долго... но впредь наука, как сбрасывать бомбы.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxKICApOf8EZF90yah4AaABAg.A6KjLpzgyt8A6Ky6qXINXk,,"И вот результат. Разве плохо? Немножко долго... но впредь наука, как сбрасывать бомбы.",0,UgxKICApOf8EZF90yah4AaABAg,youtube,"и вот результат. разве плохо? немножко долго... но впредь наука, как сбрасывать бомбы.",1
99,"@@costAmore радиоактивность оказывает долгосрочное и продолжительное воздействие на дикую природу. будь то наука или какая-то коллективная групповая концепция, эти инструменты могут быть использованы для большего блага Земли или превращены в оружие, чтобы нанести огромный вред всему живому.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxKICApOf8EZF90yah4AaABAg.A6KjLpzgyt8A6LR1iei9FL,,"@@costAmore радиоактивность оказывает долгосрочное и продолжительное воздействие на дикую природу. будь то наука или какая-то коллективная групповая концепция, эти инструменты могут быть использованы для большего блага Земли или превращены в оружие, чтобы нанести огромный вред всему живому.",0,UgxKICApOf8EZF90yah4AaABAg,youtube,"@@costamore радиоактивность оказывает долгосрочное и продолжительное воздействие на дикую природу. будь то наука или какая-то коллективная групповая концепция, эти инструменты могут быть использованы для большего блага земли или превращены в оружие, чтобы нанести огромный вред всему живому.",1
